tenure_months,monthly_charges,total_charges,num_support_tickets,contract_type,payment_method,has_addon_streaming,churned
32,51.107441336167994,1643.6284385041538,3,one_year,debit_card,True,0
4,69.39953104383056,298.5887829093839,1,month_to_month,credit_card,False,1
66,93.32576613064974,6636.6522141760715,2,month_to_month,bank_transfer,True,0
40,93.73782689198161,4110.383282232572,3,month_to_month,paypal,False,0
5,65.12943916550277,318.7184029356205,1,month_to_month,debit_card,False,1
4,52.375231051278995,209.31419723225343,2,two_year,paypal,True,0
53,77.17592167812509,4005.114550654659,4,month_to_month,bank_transfer,False,1
4,51.25983142808488,178.78845359160974,2,one_year,credit_card,False,1
52,86.89141719432959,4425.083793506182,3,month_to_month,bank_transfer,False,0
26,70.29403650558875,1765.7094004620676,2,two_year,paypal,True,0
14,95.23070149622103,1228.0779745021828,1,two_year,bank_transfer,False,0
12,98.2152570862441,1201.8487573237187,4,one_year,credit_card,True,1
46,64.43807414024181,2975.4441913774435,0,two_year,credit_card,False,1
25,47.27394274214939,1189.7670019336365,1,month_to_month,credit_card,True,0
60,79.73637094298567,5152.929095860627,3,month_to_month,debit_card,False,1
21,89.35997609107729,1915.5046223973918,3,one_year,paypal,True,0
6,43.55608067825103,254.15382180045646,2,month_to_month,paypal,True,0
40,49.83904258251944,2046.9617628716815,4,two_year,credit_card,True,0
0,68.50474873173383,0.0,3,month_to_month,credit_card,True,1
14,10.0,139.9262105491791,2,two_year,paypal,False,1
9,98.47118944530065,929.3133243075605,0,month_to_month,credit_card,True,1
20,47.21687848931439,958.4361898527195,3,one_year,bank_transfer,False,1
10,51.658348955793876,510.88196533985086,4,month_to_month,bank_transfer,True,0
71,77.56933878585971,5363.8124705352,2,one_year,bank_transfer,False,0
5,53.80965085738801,250.33481189805752,1,month_to_month,debit_card,True,1
37,81.0345653808756,3202.5096018396844,3,two_year,paypal,True,1
6,54.99249383347042,299.1554387722043,1,one_year,bank_transfer,True,0
48,75.61708697451044,3450.847174194725,3,month_to_month,credit_card,True,0
11,67.84932511467872,777.9032792147024,0,one_year,paypal,True,0
11,70.99951949413192,795.9678386634057,2,month_to_month,bank_transfer,True,1
69,84.44548294356005,5590.399399455737,6,one_year,credit_card,False,0
70,90.04063986620496,6468.562786791155,2,month_to_month,bank_transfer,True,0
51,39.85037600442451,1901.36590579271,1,two_year,debit_card,False,0
40,67.75672199778832,2452.689722926746,4,one_year,debit_card,False,0
28,62.59258780677786,1834.9934791739279,0,month_to_month,debit_card,False,0
60,61.166164116540116,3732.624874586988,3,month_to_month,debit_card,True,0
15,86.9347248838213,1300.4472182250545,0,one_year,bank_transfer,False,0
58,60.51170809268311,3137.1901981378187,2,two_year,debit_card,True,0
61,77.26526158495062,4882.506833666341,0,month_to_month,credit_card,False,0
48,41.39493433515265,2147.064753371172,3,month_to_month,credit_card,True,0
8,72.42448367378714,572.2841592572349,1,one_year,bank_transfer,False,0
60,50.74739049828098,3077.0879851083923,2,two_year,debit_card,True,0
41,37.04445717791058,1384.4818247937947,0,one_year,credit_card,False,0
62,70.43396342119833,4437.380128588959,0,two_year,debit_card,True,0
52,44.97438732954627,2296.102302600862,5,one_year,debit_card,False,0
20,42.04672238109643,863.123978847158,2,month_to_month,debit_card,True,0
29,66.68699048631957,1900.907345431175,1,month_to_month,bank_transfer,False,1
10,70.15988059097627,702.9214757202624,3,month_to_month,debit_card,True,1
37,70.62356897329258,2515.4879912523934,3,month_to_month,credit_card,False,0
41,90.30663648763705,3761.7250009737672,1,month_to_month,debit_card,True,0
71,85.16159973880183,6069.888444703,1,two_year,bank_transfer,False,0
54,71.34362219307963,3962.030447310279,2,month_to_month,bank_transfer,True,0
16,72.68008952335819,1189.206101310721,1,month_to_month,credit_card,True,0
70,77.52139192641542,5738.15765659092,5,month_to_month,credit_card,False,0
11,81.29881307093629,887.7222022714597,2,month_to_month,paypal,False,0
23,62.169351324891444,1414.9801598890022,5,month_to_month,bank_transfer,True,1
10,61.4487127081575,577.4832240211105,1,one_year,paypal,False,1
28,76.10656574697384,2101.3489195495063,3,month_to_month,debit_card,True,0
59,82.81458220405841,4595.729879309916,1,one_year,paypal,False,0
11,52.6629528015329,583.8801916874162,2,month_to_month,credit_card,False,1
3,40.06679046554239,114.84733317076625,3,one_year,bank_transfer,False,0
5,64.43364880576678,332.4070868735177,6,two_year,credit_card,True,1
51,81.29484516980814,4420.956488580246,1,one_year,paypal,False,0
24,73.35302929453404,1648.8218883605387,3,one_year,paypal,False,1
28,70.42614980710222,2017.0404153031845,4,month_to_month,credit_card,True,1
31,52.693143357963315,1651.4091874991514,2,month_to_month,credit_card,False,0
5,61.05981080176291,301.977120720681,3,one_year,paypal,False,1
62,91.9212846611436,5231.9200252183355,2,month_to_month,paypal,True,0
2,62.666424126989554,131.81639809666734,2,month_to_month,bank_transfer,True,1
16,56.656989724632595,944.5013333961786,3,month_to_month,credit_card,True,1
17,65.44468908837314,1169.596147919419,2,two_year,bank_transfer,True,0
53,53.15035914862547,2908.549411168371,0,one_year,credit_card,False,0
23,85.72398537305828,1915.793679900515,1,month_to_month,credit_card,True,0
71,26.718462570538595,1850.9627851209596,1,month_to_month,bank_transfer,False,0
39,122.6948150883,5098.991573817887,2,month_to_month,debit_card,False,1
43,78.91856696676908,3438.084777186637,8,one_year,debit_card,True,0
12,22.850250820253677,273.5720593358963,3,two_year,credit_card,False,1
71,32.94544276619444,2186.4821217500817,5,one_year,credit_card,True,0
51,83.82125131733754,4681.228711485161,3,month_to_month,paypal,False,0
21,43.002651754085676,882.4299899739294,4,two_year,debit_card,True,0
17,59.73096025901782,1021.3555775536436,3,month_to_month,paypal,False,1
64,100.5506412951451,6190.309745901799,1,month_to_month,debit_card,False,0
29,82.48368544939065,2486.739193715592,1,month_to_month,credit_card,True,0
70,86.43874402217352,6011.176193523325,4,one_year,debit_card,True,0
49,60.307116207685866,2707.982952482399,4,two_year,credit_card,True,1
29,70.75759988979198,2100.2851425227163,0,month_to_month,credit_card,False,0
1,61.20408301021185,65.56871838360706,1,month_to_month,credit_card,False,1
8,37.5446533946695,301.9814206967459,3,month_to_month,debit_card,False,0
28,87.81819629858916,2355.2454181737926,0,two_year,debit_card,False,1
18,42.99157163889229,743.0046257836494,2,month_to_month,bank_transfer,True,0
68,77.16207225318432,5116.798006335991,1,month_to_month,credit_card,False,0
31,35.46069028847069,1038.2595118051624,2,one_year,credit_card,True,0
4,111.09090189241554,387.93535786101336,0,month_to_month,bank_transfer,False,1
54,38.34089160555527,1963.6888684061325,3,month_to_month,credit_card,False,0
58,31.36927787253267,1826.6268356957635,2,month_to_month,debit_card,False,0
60,66.91933366848266,4301.942924885059,0,month_to_month,paypal,True,0
51,79.56561401460355,3913.8279669811072,1,one_year,debit_card,False,0
20,109.47042873627342,2336.4854204565568,0,one_year,paypal,True,0
2,58.588345962926994,114.33788793654655,1,month_to_month,credit_card,False,1
67,64.5380543208805,4761.84467649769,1,one_year,bank_transfer,False,0
22,30.21664857405454,655.0352249624423,0,month_to_month,bank_transfer,True,0
17,55.6119236062605,894.6711448306501,4,month_to_month,debit_card,True,0
70,76.46166515875801,4865.981459287864,2,two_year,debit_card,False,0
62,76.27930304998429,4551.603834512194,0,one_year,credit_card,True,0
3,77.74323558232726,244.75762184812697,1,month_to_month,paypal,True,1
60,43.91967485544158,2626.2865826008197,1,two_year,paypal,True,0
22,76.22746258243322,1683.7457996479925,4,one_year,credit_card,True,1
24,82.21484311592388,2076.160906824592,3,month_to_month,bank_transfer,True,0
2,27.52250160223288,51.860188583069274,0,month_to_month,bank_transfer,True,0
12,81.36819049149638,940.971921444479,2,month_to_month,paypal,True,0
67,48.12305717405123,3090.8728363087644,3,month_to_month,paypal,False,0
58,82.02207888040029,4660.603428442973,3,one_year,debit_card,True,1
23,66.00736350644735,1521.8190249756879,6,month_to_month,debit_card,False,0
57,67.01533829640023,3593.4226786991817,2,month_to_month,bank_transfer,True,0
35,62.610893243525034,2541.2497495031193,6,one_year,paypal,True,1
57,47.811579391215176,2759.737202688695,1,month_to_month,debit_card,False,1
64,62.456142504218576,4183.518125855408,3,month_to_month,credit_card,False,0
64,98.62198331178594,5951.724360839137,3,month_to_month,paypal,True,0
28,32.20294681939763,971.5842435688032,4,month_to_month,paypal,True,1
26,85.38295003933615,2144.179397515942,0,two_year,debit_card,True,0
20,90.23320827413293,1889.6391908281194,1,month_to_month,bank_transfer,True,0
32,49.13299632765371,1784.6967237084696,1,one_year,paypal,False,0
10,56.62181319993161,566.9137137950265,0,month_to_month,bank_transfer,True,0
13,87.71371307305465,1145.110309101436,1,month_to_month,paypal,False,1
12,94.57630005433211,1010.5558507648913,3,month_to_month,paypal,True,1
11,104.54836573256202,1147.289040657364,2,month_to_month,debit_card,False,1
66,83.99346550705725,5343.955595224456,4,two_year,debit_card,False,0
40,53.68346704031135,2170.4722021633684,2,month_to_month,credit_card,False,1
16,87.66703275517584,1518.056081865383,2,one_year,bank_transfer,True,1
2,106.41265194411442,203.18211101570367,3,one_year,credit_card,False,1
26,32.87958620226421,856.3605397820874,2,one_year,paypal,True,1
15,80.38141425843625,1230.9093245564352,2,two_year,bank_transfer,False,1
41,70.56510743020091,2904.8153284154214,1,month_to_month,bank_transfer,False,0
51,77.74991695628921,4043.176104530052,2,month_to_month,bank_transfer,True,0
57,106.61908577513131,5920.678418368965,2,one_year,credit_card,False,0
34,57.835205413254265,1907.9657160381055,2,month_to_month,credit_card,False,0
28,76.06933801633339,2183.437113722896,3,one_year,debit_card,True,0
0,56.44460598542359,0.0,4,month_to_month,bank_transfer,True,1
34,54.99561859515735,1827.243668307998,0,month_to_month,credit_card,False,1
28,90.9652875278162,2538.8370988402717,3,month_to_month,paypal,False,1
7,38.03002935973434,271.7106165498681,1,one_year,paypal,False,0
24,95.73532007914109,2270.6706757465067,1,month_to_month,paypal,True,0
34,80.74859540278155,2745.343437997788,1,month_to_month,paypal,False,1
70,63.49681193992491,3992.179471543636,5,month_to_month,paypal,True,0
47,63.70126718485709,3040.0256934334043,2,one_year,debit_card,False,0
36,53.04336904556324,1780.1606654416319,1,month_to_month,credit_card,True,0
13,18.801668673950054,246.46416807245438,7,month_to_month,credit_card,False,1
13,62.05033330141138,822.8232786320976,5,month_to_month,paypal,False,1
52,40.45714069775145,2289.757631092591,1,month_to_month,bank_transfer,False,0
67,59.79118302185441,3894.102315130433,2,month_to_month,credit_card,True,0
14,89.45584722871482,1208.1805750419085,3,month_to_month,credit_card,False,1
28,114.02206277509187,3485.7617998736146,0,month_to_month,bank_transfer,False,1
35,65.21057869767353,2229.1822712475646,4,month_to_month,debit_card,True,0
8,50.94926667408629,441.9784181220337,3,month_to_month,credit_card,False,1
25,69.95499510991685,1789.8455320214478,1,month_to_month,paypal,False,0
37,60.45758195963837,2217.012009482185,3,month_to_month,paypal,False,0
61,54.43752316278817,3143.8893728734365,1,month_to_month,debit_card,False,0
30,60.113200996346116,1738.4807294695759,4,one_year,credit_card,True,0
13,72.69238872645192,920.1566789202161,3,month_to_month,credit_card,False,0
24,56.97251419864896,1386.7211714262146,4,month_to_month,credit_card,False,1
35,56.28586757854053,1887.393817841901,4,month_to_month,paypal,False,0
31,79.10405449274283,2371.8641658030515,2,one_year,credit_card,False,1
8,70.0741070159495,561.3336268877787,1,month_to_month,paypal,True,0
61,85.73033502663661,5292.491564338183,1,one_year,bank_transfer,False,0
34,61.94434117787521,2185.0524323279715,0,month_to_month,credit_card,True,0
54,68.66422642342378,3503.656638123502,2,two_year,debit_card,False,0
40,37.08433670371511,1452.7297379930494,2,month_to_month,paypal,True,1
11,69.97760556004219,888.0397948832704,1,two_year,debit_card,True,0
71,98.88687404186862,7043.862062694191,4,month_to_month,credit_card,False,0
45,68.55175322338913,2900.233071930682,2,month_to_month,debit_card,False,0
20,75.7378223658521,1517.9062542728257,1,two_year,debit_card,False,1
13,64.64974956169483,774.2236308865643,4,month_to_month,credit_card,False,1
69,76.3695613359316,4898.124977838647,4,month_to_month,paypal,True,0
29,76.36718453149467,1990.4552402066697,3,one_year,paypal,False,1
65,75.13388998086171,4941.89706668393,1,month_to_month,bank_transfer,False,1
39,70.49099664807976,2750.7782480282362,0,month_to_month,credit_card,False,0
27,63.921306469597134,1741.2781459667062,2,month_to_month,credit_card,True,1
32,61.17371012208635,1931.4474909127284,2,month_to_month,paypal,False,1
69,39.686161569730565,2842.3035875386267,0,one_year,debit_card,False,1
42,55.33763337434808,2304.110117085808,2,month_to_month,paypal,False,1
57,68.7815389058413,4027.7137290167725,2,month_to_month,paypal,True,1
34,14.426607166678984,481.43629379326114,3,month_to_month,paypal,False,1
24,42.92384960906285,982.6537906627227,0,one_year,paypal,False,0
64,40.907122542837925,2703.491234792976,1,month_to_month,credit_card,True,0
39,41.86998745975535,1632.7621509417731,3,month_to_month,credit_card,False,1
55,109.09385030822493,6102.927744519114,0,month_to_month,bank_transfer,True,0
56,81.79700492630545,4664.247569884452,2,month_to_month,credit_card,False,1
66,51.53669751943614,3477.9643987875525,2,two_year,credit_card,False,0
1,69.97973534926768,71.76277824199475,1,month_to_month,paypal,True,0
1,79.23107835922558,73.58816368810693,1,month_to_month,credit_card,True,1
36,77.521470633916,2634.808362159949,2,one_year,credit_card,False,0
47,28.29943406640244,1386.75450045952,3,month_to_month,paypal,False,0
39,95.62667712929039,3824.409472799827,2,month_to_month,debit_card,False,0
69,58.63115832564505,3909.4311248001823,1,month_to_month,debit_card,False,0
24,81.2308230923929,1924.7144590334192,2,one_year,paypal,False,0
49,73.53575275526305,3581.3444657757523,2,one_year,paypal,False,0
5,50.83081788609473,249.5731577187171,1,month_to_month,credit_card,True,1
57,74.28626971843015,4287.6525581996375,1,month_to_month,credit_card,False,1
62,84.33262132946311,5051.888350032242,0,one_year,bank_transfer,True,0
50,62.13404105955709,3051.4699020385124,1,month_to_month,debit_card,False,0
26,58.793984462037,1515.005464062746,2,month_to_month,bank_transfer,False,1
62,67.56802819306915,4042.5877450514436,3,two_year,bank_transfer,False,0
68,61.49429605603781,4235.697703968025,2,month_to_month,bank_transfer,False,0
41,82.8463429300099,3451.80512542657,1,month_to_month,bank_transfer,False,1
12,101.89873646681396,1307.483487007537,0,month_to_month,credit_card,False,0
51,53.63459922163084,2699.7776624258468,2,month_to_month,bank_transfer,True,0
66,43.13431095779595,2810.2341595321973,2,one_year,paypal,False,1
30,76.0058687488236,2296.357532175617,1,month_to_month,credit_card,False,1
69,50.10385525710497,3610.8040445456686,2,one_year,debit_card,True,0
23,35.49291475984593,784.4266474572768,2,one_year,credit_card,True,0
31,71.49854157132452,2156.522591120037,2,month_to_month,debit_card,False,0
60,55.94490080357592,3626.7468188765697,1,two_year,paypal,True,0
33,60.50974132761922,2183.063059489744,1,month_to_month,paypal,True,0
2,84.03130943880937,160.80281676657336,3,month_to_month,debit_card,False,0
7,69.45133291632553,466.40524624772524,1,month_to_month,credit_card,True,1
4,58.84055982907615,217.0108420351984,4,month_to_month,bank_transfer,False,1
36,47.073981885426626,1575.7431305389146,1,month_to_month,paypal,True,0
43,63.12928562348603,2568.6849577973717,3,month_to_month,bank_transfer,True,1
56,120.56712950417901,6359.043074412815,1,month_to_month,credit_card,False,0
38,36.97196335154128,1435.074552149538,1,one_year,credit_card,False,0
55,97.65744478081469,5698.680295051407,1,one_year,debit_card,False,0
57,104.46179789545019,5880.539201558891,1,month_to_month,debit_card,True,0
26,100.02471727654421,2594.184952549318,3,month_to_month,credit_card,False,1
6,77.77250548288902,448.5210691859378,5,month_to_month,debit_card,True,1
26,65.25480561805196,1633.0148477782757,1,two_year,bank_transfer,False,0
7,68.97314283310061,457.079541461221,5,month_to_month,bank_transfer,False,1
13,90.52379336213728,1299.9706449508365,1,two_year,credit_card,True,0
14,48.79692204803466,685.269918879271,2,one_year,debit_card,True,0
56,60.13951489235163,3269.0285232492624,2,month_to_month,debit_card,False,0
23,41.7298280350363,933.8482241213683,2,month_to_month,paypal,False,1
18,84.09152834115103,1484.7260359971076,3,one_year,credit_card,True,0
50,69.68442159254079,3596.0984858228303,2,one_year,paypal,False,1
24,70.78455855523512,1744.6584513907596,0,one_year,credit_card,False,0
23,135.4205224442918,3072.9650914966664,4,month_to_month,paypal,False,1
7,50.28687662066639,311.8687424771923,8,month_to_month,paypal,False,1
68,52.69244679186983,3573.8168444892294,3,month_to_month,debit_card,False,1
61,68.88126011879154,4574.526715510537,4,one_year,bank_transfer,False,0
33,55.849534079921085,1630.4109484921164,2,one_year,debit_card,False,0
32,30.545915516123294,988.8320460052535,1,one_year,paypal,True,0
69,94.63958806530044,6152.68693522209,2,month_to_month,credit_card,False,0
38,89.37481063847116,3268.474465734825,0,one_year,credit_card,False,1
39,58.52660618283162,2160.330315927952,1,one_year,paypal,True,0
22,90.56107130798367,1999.6704663663795,5,month_to_month,bank_transfer,False,0
47,54.3453217680541,2509.850093844489,1,month_to_month,debit_card,False,0
15,105.21804772255214,1543.9686373581226,2,one_year,debit_card,False,1
56,91.51270802557724,5400.108907349857,2,one_year,debit_card,False,0
35,70.88277793331186,2460.274814711725,2,month_to_month,credit_card,False,1
37,64.7304549964193,2439.9438787103186,2,month_to_month,paypal,False,1
35,55.32102416772135,1858.6668109355471,2,month_to_month,debit_card,False,0
18,66.44084888508627,1041.2887029840856,1,two_year,debit_card,False,0
5,68.73989968326445,347.894102746271,1,month_to_month,paypal,False,0
57,54.627143900770676,3200.6042736857844,3,two_year,credit_card,False,0
16,75.66882871489274,1109.4261021127083,2,month_to_month,bank_transfer,True,0
61,82.27171032022751,5359.464932468892,1,month_to_month,debit_card,False,1
53,92.98753681915636,5020.9577879242615,2,month_to_month,credit_card,False,0
69,98.88950598746186,7094.976461504549,3,two_year,bank_transfer,True,0
54,71.31543350375323,3725.919561550002,2,one_year,credit_card,True,0
21,90.76579857967639,1956.5438522768552,1,two_year,bank_transfer,False,1
35,27.249988078388245,1057.0375599622143,4,month_to_month,paypal,False,1
21,60.72510124404926,1265.6501280416408,0,month_to_month,paypal,False,1
66,59.265238793133946,3941.884382121417,1,month_to_month,debit_card,False,0
52,85.54433072912252,4444.53069879875,3,two_year,bank_transfer,True,0
54,53.08454410548212,2885.6067154754414,2,one_year,bank_transfer,False,0
48,79.24771317700639,3683.395114187175,3,one_year,credit_card,False,0
2,75.35548394985022,147.3908948864346,2,month_to_month,paypal,False,1
30,84.53745727392847,2484.71106478128,3,month_to_month,credit_card,False,1
42,65.60676656122885,2955.881563832693,3,one_year,debit_card,False,0
36,103.75106078973278,3729.2539677711966,0,month_to_month,debit_card,False,1
39,107.54272950663285,4323.916852087429,1,one_year,bank_transfer,False,1
2,72.65038771656116,156.92985395295267,3,month_to_month,bank_transfer,True,1
47,116.55610672853183,5489.9212641314425,3,two_year,credit_card,False,1
31,49.98948631685216,1456.8511258644612,1,two_year,paypal,True,0
44,77.87449998628794,3347.1036857624804,0,month_to_month,bank_transfer,False,0
10,85.67210188594598,908.0030317336789,1,month_to_month,paypal,True,1
13,82.33015484935606,1090.9555100497685,4,month_to_month,bank_transfer,True,0
20,77.79919888395496,1682.7935210175292,1,two_year,bank_transfer,True,0
9,46.2223969280479,425.5435779884792,3,month_to_month,bank_transfer,False,1
59,39.09400108942484,2329.389484841833,1,month_to_month,paypal,True,0
11,79.68906878496844,808.8370447013194,4,one_year,debit_card,False,1
61,94.29113711907887,6005.328678197956,4,month_to_month,paypal,False,1
63,102.8860342046738,6668.578593577834,4,one_year,debit_card,False,0
39,68.15283586324242,2375.564291653381,2,month_to_month,credit_card,True,0
45,60.48501761374765,2667.54946687495,4,month_to_month,bank_transfer,True,0
20,104.19069231252537,2119.359903430389,1,month_to_month,credit_card,True,1
68,62.43323930952195,4309.938726326843,4,two_year,paypal,False,0
58,58.85658945893801,3369.736217773096,3,one_year,paypal,False,0
34,98.51082744742038,3438.231981849623,3,one_year,paypal,False,0
19,74.72648564056401,1386.4159438276088,0,month_to_month,debit_card,True,1
9,77.92817004414135,677.3363361207378,3,month_to_month,credit_card,True,0
28,65.26204881773413,1930.9074768252196,3,month_to_month,debit_card,True,0
34,81.52139007122781,2971.9717867631994,3,month_to_month,credit_card,False,0
59,49.77934626593489,2761.2322243640124,2,month_to_month,bank_transfer,True,0
4,57.05444151825368,217.93899012524292,2,one_year,debit_card,True,0
70,79.43401330125262,6083.015518114611,0,one_year,paypal,True,0
11,60.10503138948576,643.825045394766,2,two_year,bank_transfer,False,1
57,90.51864263160455,4772.98186085063,1,month_to_month,debit_card,True,1
66,59.07103884904018,3805.2967477298225,3,month_to_month,bank_transfer,True,0
2,76.79617148980861,153.12495210368655,3,one_year,credit_card,True,1
42,41.547427025005014,1742.3760456689738,1,one_year,debit_card,False,0
28,83.31666195613431,2402.482714892179,3,two_year,debit_card,True,0
9,78.51429189169815,685.4066829317441,2,month_to_month,credit_card,False,1
25,65.23976554240241,1663.8906738047444,7,month_to_month,bank_transfer,False,1
71,52.49398379675368,3799.322640832595,0,month_to_month,paypal,True,0
67,54.00685155404712,3898.1768331385424,1,month_to_month,paypal,False,0
31,97.36938787530259,3105.7537377413983,1,two_year,credit_card,False,0
0,41.56475861905769,0.0,2,one_year,bank_transfer,False,1
11,115.45317981786663,1417.6552091823194,3,month_to_month,debit_card,True,0
38,100.9417897226322,3908.054196630328,2,month_to_month,paypal,False,0
39,90.17336711909678,3628.4622078002344,1,one_year,credit_card,False,0
40,32.658796382100704,1335.208470454775,2,month_to_month,paypal,False,1
11,79.02174567407644,862.8098945348687,0,two_year,bank_transfer,False,1
53,85.57659434242062,4487.941518801737,1,month_to_month,bank_transfer,False,1
70,96.41820005339744,6794.788721467408,3,one_year,paypal,False,1
66,74.13380144992047,5231.347460600965,1,month_to_month,paypal,False,0
41,83.26224762131463,3374.1439062562827,4,one_year,bank_transfer,False,1
49,99.55672600016547,4991.850497221038,0,one_year,bank_transfer,False,0
35,15.873249411598342,565.6781723662466,3,one_year,paypal,True,1
68,86.75706697736274,6228.071697073663,1,month_to_month,credit_card,False,1
16,74.58365669568346,1085.5591571972627,5,two_year,paypal,True,1
5,99.96840551300646,495.4548894861513,2,month_to_month,debit_card,False,1
52,41.13106406126321,2200.8235040058585,6,month_to_month,debit_card,True,0
24,55.61829042223076,1251.7953145712763,1,month_to_month,debit_card,False,0
31,87.48684856892774,2982.72783183581,3,month_to_month,paypal,False,1
16,86.26515357439278,1504.5420068491605,4,two_year,debit_card,True,1
47,88.70217522045567,4087.778994589557,1,month_to_month,bank_transfer,True,0
15,66.24001796966401,912.7819914670666,2,two_year,paypal,True,0
26,102.80708187796623,2713.2470988754944,1,month_to_month,debit_card,False,0
52,87.78254635054014,4214.309000481462,3,month_to_month,paypal,True,0
0,75.54688359440429,0.0,2,one_year,credit_card,True,0
58,98.56676612527825,5921.665321273418,1,two_year,debit_card,False,1
56,69.9766002198625,3884.9604006946975,6,month_to_month,paypal,True,0
7,63.25047193746767,467.2611765679074,4,month_to_month,bank_transfer,True,1
42,29.551058879130416,1286.6946471260437,0,month_to_month,bank_transfer,True,1
67,35.18407137307453,2516.7348905988865,4,month_to_month,bank_transfer,True,0
27,92.08990050411136,2448.139656471562,3,month_to_month,debit_card,False,0
71,53.33474816925507,3751.7650385080237,3,month_to_month,debit_card,False,0
41,60.142621043511966,2424.615436872263,2,month_to_month,bank_transfer,True,0
67,64.4938157527589,4027.826697692942,1,one_year,debit_card,False,0
28,91.97535244725945,2576.0978333188864,2,one_year,credit_card,True,0
66,60.885499783189786,3801.74867694644,1,month_to_month,bank_transfer,True,1
6,88.18123015610195,505.241604878608,2,month_to_month,bank_transfer,False,0
22,62.83981388217955,1399.1223723386292,2,month_to_month,credit_card,False,0
15,73.27444510116037,1156.8325294902343,3,one_year,debit_card,False,1
30,79.3773920508377,2308.562260346492,4,month_to_month,debit_card,True,1
25,104.70147925028552,2375.5453227625317,4,two_year,bank_transfer,True,1
36,63.736921221834386,2305.1917387252433,1,month_to_month,bank_transfer,False,0
7,64.83359285457765,433.2002294056312,3,month_to_month,debit_card,False,1
50,67.90046630630667,3566.6655393892506,3,month_to_month,paypal,True,1
27,90.90129331542248,2489.111646138703,2,month_to_month,debit_card,False,0
65,56.02473162370368,3552.61923441222,2,month_to_month,credit_card,True,0
51,111.40797217821245,5836.3215768640275,4,month_to_month,debit_card,False,0
33,78.57495574907091,2440.2356889442094,3,month_to_month,credit_card,False,0
36,79.7432363565134,2806.851711873564,1,month_to_month,bank_transfer,True,0
36,54.512961982236334,1996.596221970243,2,month_to_month,debit_card,False,1
15,49.01406328172385,704.7408926892045,1,two_year,bank_transfer,False,1
64,66.37553122416183,4266.985363962479,0,one_year,bank_transfer,True,0
18,91.1823732041637,1523.5905291261681,4,two_year,paypal,True,0
55,95.73180262574466,5064.5114256225725,5,month_to_month,paypal,False,0
41,57.59603090892168,2419.540543560616,1,one_year,credit_card,True,1
6,90.49513467501545,560.0274333782608,3,two_year,debit_card,False,1
42,66.39099945745667,2989.7351267253084,3,month_to_month,bank_transfer,True,1
45,46.236026217593256,2007.084058259642,2,two_year,credit_card,False,0
40,77.57753824040348,2973.107049344552,2,two_year,paypal,True,0
14,59.15838405610998,855.1653770352,2,one_year,credit_card,False,1
36,88.75045843499515,3069.6488373009747,6,month_to_month,bank_transfer,False,1
49,109.10973087927577,5747.7708885603015,4,month_to_month,debit_card,True,0
43,97.49815422935934,4032.2283790503575,0,one_year,bank_transfer,False,0
31,89.88700936248637,2874.816125872482,6,one_year,credit_card,False,1
47,55.845224410401265,2643.2928279924904,0,month_to_month,bank_transfer,True,0
20,92.69064897394438,1831.9994110111752,2,month_to_month,credit_card,False,1
51,74.11313281189797,3720.787935552643,1,month_to_month,bank_transfer,False,0
26,89.35100831982271,2332.388016482347,1,month_to_month,credit_card,True,1
71,84.62988619609735,5838.792986060243,3,two_year,debit_card,False,0
5,48.75907482306891,250.1865598113386,3,month_to_month,paypal,False,1
3,101.72007661919733,302.03331961817696,0,month_to_month,paypal,False,1
37,48.420856259027325,1859.6054326620597,3,one_year,credit_card,False,1
42,59.16799397132158,2428.252648148609,3,one_year,bank_transfer,False,0
9,105.43018564973492,859.8949590537825,1,month_to_month,debit_card,True,1
30,67.24577118438866,2031.9854638828378,0,month_to_month,bank_transfer,True,0
45,57.57246783904978,2581.862639386721,2,month_to_month,paypal,False,0
22,45.49338636834802,989.4453848159416,0,one_year,debit_card,True,0
9,58.20237336892389,507.2764245339498,0,month_to_month,debit_card,False,0
0,92.6277352391662,0.0,3,one_year,credit_card,False,1
20,120.41417384315939,2275.6640794146683,6,one_year,bank_transfer,False,1
14,91.4506672942039,1288.5191291077936,2,two_year,debit_card,False,0
18,80.93919030032076,1505.205650122988,1,month_to_month,paypal,False,1
32,57.45358148166242,1814.4871524535201,2,one_year,bank_transfer,False,0
54,76.93361497487417,4136.467148533378,5,month_to_month,credit_card,False,1
39,41.896712786460796,1721.698010846808,0,month_to_month,credit_card,False,0
71,111.66421918118068,7920.961006784721,2,month_to_month,debit_card,True,0
16,78.1950243924658,1354.0619796408848,4,one_year,credit_card,True,1
49,67.84999691138549,3104.1160953380117,0,one_year,debit_card,False,0
3,50.168993748506104,159.437276305771,4,one_year,debit_card,True,1
43,82.40744787862715,3585.607604408885,3,month_to_month,debit_card,False,1
17,104.62857502064686,1725.4102069140351,1,month_to_month,bank_transfer,True,0
71,75.45105245942935,5265.054334933612,1,month_to_month,debit_card,False,0
36,102.31964848324095,3598.698023950593,3,month_to_month,paypal,True,1
31,94.07564306050892,3139.956934517754,2,one_year,debit_card,True,0
35,72.26741076050446,2389.9645347133633,3,two_year,credit_card,False,0
32,52.99585249721885,1601.1505815266887,3,two_year,credit_card,True,0
7,100.93222821527148,655.1540836615155,1,two_year,bank_transfer,False,0
